"Lake, winter_female","Lake, winter_male","Lake, winter_sterile-male","Lake, summer_female","Lake, summer_male","Lake, summer_sterile-male",Tributary 1_female,Tributary 1_male,Tributary 1_sterile-male,Tributary 2_female,Tributary 2_male,Tributary 2_sterile-male
38922.1127166,14.7921827374,144654.061719,6495.83774451,2.46678453648,16617.7607225,32479.1887222,12.3339226824,183088.803613,4331.66400212,1.64452302432,11078.5071483
31447.8266424,11.9678703291,158759.870279,5247.6939484,1.99579452991,18970.5863955,26238.4697419,9.97897264956,194852.931978,3498.80661185,1.33052968661,12647.057597
25413.4359329,9.6828117452,170169.260077,4240.41869355,1.61473195738,20873.4727797,21202.0934677,8.07365978691,204367.363898,2827.07710378,1.07648797159,13915.6485198
20539.0410802,7.83404573795,179398.761024,3426.94227353,1.30642672046,22412.7150556,17134.7113676,6.53213360228,212063.575278,2284.68662987,0.870951146971,14941.8100371
16600.5768765,6.33826974625,186865.346064,2769.73648852,1.05698705721,23657.9141873,13848.6824426,5.28493528604,218289.570937,1846.5202852,0.704658038138,15771.9427916
13417.8368541,5.1280864034,192905.968452,2238.67288574,0.855173599444,24665.2902529,11193.3644287,4.27586799722,223326.451265,1492.46470709,0.570115732963,16443.5268353
10845.5677974,4.14896671175,197793.061906,1809.48841749,0.691892943314,25480.2882547,9047.44208747,3.45946471657,227401.441273,1206.33516203,0.461261962209,16986.8588364
8766.55476905,3.35679304786,201746.957358,1462.61294059,0.559787914091,26139.6574203,7313.06470295,2.79893957045,230698.287101,975.081299964,0.373191942727,17426.4382802
7086.14776528,2.71587128915,204945.875776,1182.24806813,0.452906062975,26673.1213936,5911.24034063,2.26453031487,233365.606968,788.169341385,0.301937375316,17782.0809291
5727.88879936,2.19732249111,207533.989339,955.633991369,0.366431458786,27104.7242295,4778.16995685,1.83215729393,235523.621147,637.092044998,0.244287639191,18069.816153
4630.0010752,1.77778164619,209627.932588,772.462030872,0.296467689458,27453.916993,3862.31015436,1.48233844729,237269.584965,514.976609926,0.197645126305,18302.6113287
3742.56270502,1.43834489244,211322.065278,624.402264475,0.239862295678,27736.4357774,3122.01132237,1.19931147839,238682.178887,416.269571546,0.159908197118,18490.957185
3025.22797876,1.1637177346,212692.727903,504.722922006,0.194064725916,27965.0115472,2523.61461003,0.970323629578,239825.057736,336.482981442,0.129376483944,18643.3410315
2445.3884125,0.941525897637,213801.683488,407.983356285,0.157011412498,28149.9441899,2039.91678142,0.785057062488,240749.72095,271.989682463,0.104674274998,18766.6294599
1976.687861,0.761757761034,214698.901606,329.786189461,0.127032790428,28299.5668327,1648.9309473,0.635163952139,241497.834164,219.858053687,0.0846885269519,18866.3778885
1597.82309468,0.616313250632,215424.810518,266.577139902,0.102778069366,28420.6214388,1332.88569951,0.513890346829,242103.107194,177.718551663,0.0685187129106,18947.0809592
1291.57473664,0.498638861787,170418.862794,215.483310763,0.0831543691001,28518.5626552,1077.41655382,0.415771845501,142592.813276,143.655897365,0.0554362460667,19012.3751035
1044.04077318,0.403432368583,137594.867085,174.182525544,0.0672774760543,22962.1498059,870.912627722,0.336387380271,114810.749029,116.175150244,0.0448516507029,15308.0998706
844.338631157,0.326403913727,111242.847832,140.79959922,0.0544320019901,18556.5007008,703.997996098,0.272160009951,92782.5035041,95.1724248803,0.0362880013267,12371.0004672
686.233829503,0.264082714215,89972.216193,113.858858801,0.0440391497195,15006.1460646,569.294293904,0.220195748597,75030.730323,88.0638216242,0.0293594331463,10004.0973764
573.879641239,0.213660673219,72780.3716994,92.4602636885,0.0356306333982,12137.9909684,462.301317484,0.178153166991,60689.9548419,125.064191851,0.0237537555988,8091.99397892
531.840335183,0.172865851581,58878.168255,76.9451874799,0.0288275782901,9819.11903934,384.7259324,0.14413789145,49095.5951967,279.32404214,0.0192183855267,6546.07935956
626.651925769,0.139860097756,47633.5086668,70.1049920202,0.0233234492575,7943.70351332,350.524942126,0.116617246288,39718.5175666,714.133109732,0.0155489661717,5295.80234222
1072.86963505,0.113156223543,38537.2855257,79.7561510101,0.0188702387622,6426.68700649,398.780702492,0.0943511938112,32133.4350325,1976.41595587,0.0125801591748,4284.45800433
2812.44172976,0.0915509936853,31178.5311843,130.979722897,0.0152672920293,5199.47001521,654.898484423,0.0763364601465,25997.350076,6634.73757901,0.0101781946862,3466.31334347
10690.2360923,0.0740709099541,25225.1510794,332.733210638,0.0123522658534,4206.64270963,1663.66835338,0.061761329267,21033.2135481,28266.5919735,0.00823484390227,2804.42847309
42820.3714341,0.0599283468216,20408.6424961,1242.86955331,0.00999381366523,3403.41563255,6214.3651001,0.0499690683261,17017.0781627,114927.055017,0.00666254244348,2268.94375503
67485.9557528,0.0484860622747,16511.8549496,4965.56497916,0.0080856672582,2753.56993624,24827.8159059,0.040428336291,13767.8496812,126831.812126,0.0053904448388,1835.71329083
70101.7176787,0.0392284846753,13359.1406659,8198.11833417,0.00654184850753,2227.81108973,40990.5819335,0.0327092425376,11139.0554487,75671.2384374,0.00436123233835,1485.20739316
78070.2692579,0.0317384819003,10808.4093546,8915.50669897,0.00529279532893,1802.44221959,44577.5279602,0.0264639766446,9012.21109793,86902.8923404,0.00352853021929,1201.62814639
81686.4624136,0.0256785660132,8744.71085986,9928.06011402,0.00428222731873,1458.29315339,49640.294188,0.0214111365937,7291.46576693,79823.3887739,0.00285481821249,972.195435591
84944.380127,0.0207756865804,7075.04821005,10469.304506,0.00346460984597,1179.85505925,52346.5167593,0.0173230492298,5899.27529623,80068.1055111,0.00230973989731,786.570039497
87171.3575989,0.0168089274402,5724.18349282,10911.8348088,0.00280310233235,954.580842281,54559.1682825,0.0140155116617,4772.90421141,78973.5697104,0.00186873488823,636.387228187
88953.4770315,0.0135995525634,4631.24574693,11222.4856733,0.00226789827281,772.319377783,56112.4227146,0.011339491364,3861.59688892,78888.2909104,0.00151193218187,514.879585189
90340.1276262,0.0110029524836,3746.98713742,11465.4913676,0.0018348822005,624.857897774,57327.4512091,0.00917441100249,3124.28948887,78813.4209457,0.00122325480033,416.571931849
91460.798007,0.00890212841871,3031.56333856,11654.4199449,0.00148454308117,505.551817695,58272.0941138,0.00742271540587,2527.75908847,78893.6473316,0.00098969538745,337.03454513
92368.3469811,0.0072024204868,2452.73788547,11806.0351668,0.00120109517617,409.025276405,59030.1702274,0.00600547588087,2045.12638203,78988.0192121,0.000800730117449,272.683517603
93109.4827948,0.00582724247828,1984.42946655,11928.5422541,0.000971766761451,330.928871746,59642.705664,0.00485883380725,1654.64435873,79090.6559744,0.000647844507634,220.61924783
93714.9605055,0.00471463099981,1605.5366366,12028.3735065,0.000786224653461,267.743662638,60141.8619247,0.0039311232673,1338.71831319,79180.053208,0.000524149768974,178.495775092
94209.6799758,0.00381445349961,1298.98695917,12109.8745567,0.000636108611892,216.622599332,60549.3671738,0.00318054305946,1083.11299666,79254.6806572,0.000424072407928,144.415066221
94613.2554487,0.0030861493723,1050.96771512,12176.4481679,0.000514654640175,175.26223303,60882.2352283,0.00257327320087,876.311165148,79314.0551007,0.00034310309345,116.841488686
94941.9228795,0.00249690236075,850.303503198,12230.7643924,0.000416390210259,141.798922181,61153.8163496,0.0020819510513,708.994610906,79360.5744532,0.000277593473506,94.5326147875
95209.1082097,0.00202016190631,687.952682438,12275.0113727,0.00033688767897,114.724857441,61375.0512502,0.00168443839485,573.624287207,79396.6705556,0.00022459178598,76.4832382942
95425.9825351,0.00163444682174,556.599963178,12310.9938284,0.000272564785256,92.8201208155,61554.9635281,0.00136282392628,464.100604078,79424.6885247,0.000181709856837,61.8800805437
95601.8016448,0.0013223773821,450.326787613,12340.2104609,0.000220523239047,75.0977172887,61701.0466901,0.00110261619523,375.488586443,79446.5224975,0.000147015492698,50.0651448591
95744.2063672,0.0010698922213,364.344646495,12363.9030581,0.000178418128791,60.7591019179,61819.5096762,0.000892090643957,303.795509589,79463.6539729,0.000118945419194,40.5060679452
95859.4727456,0.000865614748618,294.779315021,12383.0972341,0.000144352263367,49.1581983771,61915.4805558,0.000721761316835,245.790991885,79477.1951064,9.62348422446e-05,32.7721322514
95952.7339079,0.000700340537216,238.496285493,12398.6361453,0.000116790687585,39.7722876086,61993.1751121,0.000583953437924,198.861438043,79487.9737085,7.78604583899e-05,26.5148584057
96028.1727094,0.000566622586838,192.959530809,12411.21001,9.44915194843e-05,32.178454824,62056.0444353,0.000472457597422,160.89227412,79496.6041116,6.29943463229e-05,21.452303216
96089.1880521,0.000458435773534,156.117234748,12421.3817276,7.64499930525e-05,26.0345335671,62106.9030235,0.000382249965262,130.172667836,79503.5461469,5.0966662035e-05,17.3563557114
96138.5360785,0.000370905366883,126.309340156,12429.6090052,6.18531850226e-05,21.0636881937,62148.0394115,0.000309265925113,105.318440969,79509.1483406,4.12354566817e-05,14.0424587958
96178.4485737,0.000300087382191,102.192749247,12436.2631864,5.00433858092e-05,17.0419400682,62181.3103173,0.000250216929046,85.209700341,79513.6789484,3.33622572061e-05,11.3612933788
96210.731117,0.00024279087064,82.6808056481,12441.645079,4.04884641322e-05,13.7880754225,62208.2197802,0.000202442320661,68.9403771127,79517.3475283,2.69923094214e-05,9.19205028169
96236.8437503,0.000196434140068,66.8943313093,12445.9981066,3.27578900043e-05,11.1554801386,62229.9849185,0.000163789450022,55.7774006929,79520.3199177,2.18385933362e-05,7.43698675906
96257.9668417,0.00015892842792,54.1220120876,12449.519139,2.65033357164e-05,9.02553353926,62247.5900805,0.000132516678582,45.1276676963,79522.7286846,1.76688904776e-05,6.0170223595
96275.0546164,0.000128583784838,43.7883470205,12452.3673484,2.14429807293e-05,7.3022635223,62261.8311273,0.000107214903647,36.5113176115,79524.6805647,1.42953204862e-05,4.86817568153
96288.87853,0.000104032928152,35.4277171365,12454.6714159,1.73488132769e-05,5.90802220471,62273.351465,8.67440663843e-05,29.5401110236,79526.261893,1.15658755179e-05,3.93868146981
96300.0623466,8.41696342473e-05,28.6634053818,12456.5353759,1.40363565082e-05,4.77998722856,62282.671265,7.01817825411e-05,23.8999361428,79527.5426852,9.35757100547e-06,3.18665815238
96309.1104796,6.80988938325e-05,23.1906223307,12458.0433444,1.13563562465e-05,3.86733108235,62290.2111076,5.67817812324e-05,19.3366554117,79528.5797906,7.57090416432e-06,2.57822072157
96316.430879,5.50965842098e-05,18.7627728442,12459.2633411,9.18805582642e-06,3.12893089174,62296.311091,4.59402791321e-05,15.6446544587,79529.4193798,6.12537055094e-06,2.08595392783
96322.3535151,4.45768414249e-05,15.1803448738,12460.2503762,7.43375498594e-06,2.53151548635,62301.2462664,3.71687749297e-05,12.6575774317,79530.0989406,4.95583665729e-06,1.6876769909
96327.145308,3.60656621445e-05,12.2819197572,12461.0489436,6.01440764346e-06,2.04816625218,62305.2391035,3.00720382173e-05,10.2408312609,79530.6488942,4.00960509564e-06,1.36544416812
96331.0221892,2.91795457986e-05,9.93689894262,12461.6950347,4.86606020378e-06,1.65710422049,62308.4695589,2.43303010189e-05,8.28552110246,79531.0939121,3.24404013585e-06,1.10473614699
96334.1588504,2.36082146393e-05,8.03961942023,12462.2177651,3.93696990801e-06,1.34070874115,62311.0832106,1.96848495401e-05,6.70354370576,79531.4539904,2.62464660534e-06,0.893805827435
96336.6966242,1.91006331045e-05,6.50459271008,12462.6406893,3.18527338493e-06,1.08472352336,62313.1978317,1.59263669247e-05,5.4236176168,79531.7453276,2.12351558995e-06,0.723149015574
96338.7498565,1.54536965445e-05,5.26265288354,12462.9828638,2.57710035226e-06,0.87761426925,62314.9087045,1.28855017613e-05,4.38807134625,79531.9810404,1.7180669015e-06,0.5850761795
96340.411061,1.25030796405e-05,4.25784005351,12463.2597064,2.08504747411e-06,0.710048956264,62316.2929174,1.04252373705e-05,3.55024478132,79532.1717462,1.39003164941e-06,0.473365970843
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
